,price
198,905.6433442924172
199,49014.57160865236
200,47312.863648551516
201,21779.220510711893
202,26197.73627274204
203,91365.15925879218
204,28786.09101974778
205,14336.449915069155
206,14642.77533748839
207,15743.945514434949
208,17685.455965317786
209,19889.064434967004
210,2888.837441571057
211,18647.41608143039
212,15472.665900402702
213,14322.05048208218
214,27687.39798728656
215,32920.24334711209
216,38978.86262268294
217,16049.8699034499
218,97325.49583112542
219,12779.563946945593
220,12252.688802161254
221,11072.03932758607
222,6934.275416217744
223,1952.1410965453833
224,18941.965180354193
225,14236.819432935677
226,3284.594456457533
227,32086.40986906085
228,21795.593366665766
229,27384.610769054852
230,2426.8569110725075
231,13009.928403409198
232,19043.13432913553
233,17031.567097472027
234,57888.06748117134
235,8360.98806501925
236,23845.99422839377
237,3142.6905819233507
238,47698.52630125731
239,26141.20984853618
240,37218.153709365055
241,47612.52092573326
242,21232.368864340708
243,18194.483715923503
244,15371.615053325891
245,154354.44071365427
246,96514.04608024377
247,17603.548704730347
248,13761.696451600641
249,14411.0858044317
250,45823.98124041222
251,3249.257482050918
252,37012.03228119202
253,20656.25207736157
254,34670.63670158479
255,39122.75599064864
256,24744.25963952951
257,380315.13811533246
258,18832.765864971094
259,22451.877879955806
260,34607.634923180565
261,21201.575814573094
262,54669.73167761322
263,17129.394289967604
264,45072.59762425348
265,22144.272804706357
266,2275.266556456685
267,48727.05726404581
268,19317.07952898927
269,27550.496452107094
270,11878.53006471973
271,21971.259210794233
272,11727.489299931563
273,35768.84511294402
274,17154.074718929827
275,30995.196197528392
276,20590.984007847495
277,40798.93020268995
278,26053.435873614624
279,19071.048449517228
280,102774.05061567668
281,15136.075688067824
282,13296.62647363171
283,4443.08929719124
284,18989.830341040157
285,37435.1710182894
286,3674.9202874284238
287,23998.48051694408
288,24885.0475847926
289,43567.96768247988
290,21793.0098878555
291,15058.841954832897
292,51726.857047419064
293,626.7558805830777
294,70854.25254692696
295,8780.969221073203
296,50342.59157829732
297,21971.39402170945
298,16253.184946809895
299,13010.14131554123
300,19906.07843707595
301,280125.54156716913
302,13245.123972409405
303,21656.368969462812
304,51440.53952076193
305,73917.04463944491
306,22294.070252319798
307,12335.510976815596
308,2633.8517856011167
309,32622.21198452264
310,23368.08459746372
311,19128.260321151465
312,18945.500032488257
313,13276.553101747297
314,16029.124574262649
315,16568.4824931575
316,18824.756900540553
317,23044.923527840525
318,7957.301781345159
319,54431.23141397815
320,18849.305334717035
321,38773.98285794724
322,73425.55092761945
323,16023.210701035336
324,14148.910127567127
325,33798.51006523892
326,83738.24396018405
327,50432.612503479235
328,31721.0599819785
329,12845.103439267725
330,24730.223935921676
331,55400.37647881638
332,46922.89223917574
333,14038.382219853811
334,27301.60332729388
335,15398.606458306313
336,16366.432100434788
337,119617.75217341352
338,14731.38496006094
339,19298.210186726414
340,22317.577273936942
341,7747.337649371475
342,2799.4332878030837
343,46478.82398830913
344,11695.618164492771
345,14398.749247243628
346,90637.47456206195
347,10980.86163062416
348,6571.655509099364
349,15041.465758185834
350,34077.91684413981
351,462882.0373522714
352,38038.719491392374
353,60750.1413093796
354,45162.40113584977
355,13819.979622887447
356,13067.708247312345
357,17254.050894006155
358,66461.66416599788
359,19190.458861485124
360,61601.20536121726
361,17317.676791421138
362,26338.072537736967
363,23378.581358092837
364,17115.451623373665
365,69306.24855052028
366,9600.524241755717
367,434805.4291126402
368,31179.513244754635
369,57287.991867379285
370,30497.750256289728
371,12700.312713748775
372,19330.191162987612
373,25809.56971519254
374,550658.2383941943
375,28873.98160929419
376,12085.862223373726
377,12587.17167756334
378,26788.385902321897
379,35790.00109756179
380,18882.75514150411
381,16451.534449838102
382,28698.838059615344
383,34671.41949385125
384,34941.26094928384
385,9820.564457527362
386,19847.573529563844
387,112860.25392274279
388,16586.43714996148
389,8724.009614958428
390,22796.954423106275
391,12085.181457301602
392,21599.978202003986
393,31334.871639433317
394,298347.7543993443
395,63925.32545665093
396,28119.14020299539
397,17029.09197480511
398,82516.1662814822
399,20348.688704167493
400,12846.051135060377
401,26072.54193195887
402,15138.96398441121
403,44371.843497254886
404,34963.665809234604
405,17522.49417165201
406,10485.903671537526
407,33432.36351395771
408,75002.30669070315
409,16810.997567838058
410,764535.5676445821
411,21502.63164580241
412,30648.44681169372
413,25192.278777169064
414,19551.728521232493
415,40210.7315170588
416,9553.007805544883
417,25210.2330349572
418,13443.967994227074
419,14765.393676942214
420,188239.86593241803
421,9843.437436135486
422,29778.663702113554
423,11843.421663816087
424,21020.32593208924
425,9635.749764909968
426,26922.804985275492
427,13620.509942892008
428,53379.588118813
429,20951.220470665023
430,20650.315221734345
431,21252.716922701336
432,4908.4284638939425
433,22140.749777328223
434,12149.522502322681
435,5997.221491421573
436,3658.5090931737795
437,18062.120819386095
438,46298.35786615312
439,20781.330355545506
440,18510.096791987307
441,12604.942333713174
442,14910.954233816825
443,45316.231476814486
444,27509.113569408655
445,40629.26129393093
446,114958.84433385357
447,16445.82863529306
448,28757.399077146314
449,16404.458806524053
450,15140.936339467764
451,489176.18480220344
452,18540.55441411212
453,19967.028273670934
454,15554.023547792807
455,20433.92861736659
456,21850.346072102897
457,10203.931202947162
458,108912.62026005425
459,21669.898037631065
460,249825.68575555924
461,14701.89903826546
462,57104.20700533502
463,58576.92947081383
464,14825.452276908793
465,27268.83491815161
466,21958.438057986088
467,33860.78437463008
468,21301.365418102592
469,85043.61736065056
470,8744.591906290501
471,3082.5825342508033
472,27057.272344350815
473,17802.869851590134
474,20043.19556757342
475,16054.266399511136
476,29995.02657448221
477,26655.33524618484
478,75748.7637701258
479,21247.351078030653
480,35136.993134469725
481,20153.558355981484
482,25486.576330910437
483,27918.09781276714
484,62182.566476636566
485,27557.649834308773
486,26001.57007741742
487,7412.893598679453
488,10797.293945862912
489,23623.81994964555
490,33487.82118689641
491,41238.84091685526
492,18029.68605544232
493,39300.69514699187
494,26456.675774591044
495,28294.785887327045
496,15311.836307194084
497,166714.11746102478
498,14240.868029829115
499,26963.56803925149
500,24331.914971407503
501,3362.2784990575165
502,15905.135107976384
503,33141.11029271409
504,56732.44624816533
505,26239.240632440895
506,27902.018833951093
507,23778.320982892066
508,17832.451853801496
509,7547.197051087394
510,30632.924025591463
511,20816.988363501616
512,30107.664409632795
513,19304.557859735563
514,29001.75023930613
515,13356.26353970915
516,22225.959493997507
517,21025.35683348216
518,12808.725802746601
519,22285.929772792384
520,17805.60924859438
521,16650.035326262005
522,6500.108644530177
523,21882.064014265314
524,22473.63387525454
525,228436.0857307939
526,33720.80168777052
527,13621.889203243889
528,26849.605397781357
529,21247.048254041933
530,11124.622336104512
531,47490.38784244377
532,33048.73396738898
533,21938.60542327352
534,14693.999656738713
535,108905.6303380644
536,13845.781493002549
537,16074.596427122131
538,40466.9629316004
539,5918.69762911927
540,103241.46970968507
541,11978.78637824487
542,25603.39479408227
543,10880.065208488144
544,2371.5345661630854
545,77848.64471556712
546,11535.957675847225
547,13960.473016556352
548,19040.869098138064
549,41332.269291129895
550,15617.910816499032
551,15729.329306177795
552,44157.50266905036
553,14390.926805951633
554,16420.883565429598
555,15494.925726048648
556,67125.23766642623
557,98206.5223981347
558,46879.555181137286
559,26437.18570560403
560,13983.151601386257
561,9226.155384480953
562,53388.437225164846
563,66252.91733717918
564,18651.029155234806
565,46250.91594027821
566,18092.339917065576
567,54550.53403797373
568,29645.587492227554
569,36176.88689605147
570,16814.818719075993
571,2208.836915820837
572,11665.910824354738
573,3571.963503484614
574,67777.29039084353
575,26209.067268016748
576,9097.004911193624
577,41656.69719750807
578,49125.312935492024
579,23207.576746232808
580,10070.52874841448
581,4655.519238857552
582,11032.036590213887
583,23664.414998728782
584,22214.399775925092
585,31445.235020549037
586,13219.554440934211
587,30441.448362500407
588,13119.891884271055
589,14653.442524960265
590,33510.1958333794
591,29038.783630204387
592,7353.0557906311005
593,43840.797284972854
594,16541.947614730336
595,33270.229363468476
596,20739.999453675002
597,14169.61079764273
598,40179.16309252847
599,177992.0872106403
600,34320.682976657525
601,27626.655113831162
602,19894.006746439263
603,24336.868111225776
604,40354.14432182163
605,11741.713849601336
606,12559.993297859095
607,17369.672550420277
608,22955.980753161013
609,8864.77499740664
610,14922.781753236428
611,80601.96608147491
612,52490.073548275046
613,19754.106355738826
614,17281.736114419065
615,36446.21213482972
616,8313.004876074381
617,487440.9229738051
618,21445.445061712526
619,15599.478206618689
620,27197.708135623485
621,7727.017493069172
622,13055.382061741315
623,31440.39632848464
624,34971.47825997323
625,3548.526030062698
626,64913.02490826789
627,7410.155212459154
628,16229.737267282791
629,17228.66517678555
630,41586.42585386429
631,3184.6376990498975
632,4651.957821442746
633,20788.172511075623
634,18161.596363574266
635,25211.191771309823
636,14158.920934409834
637,16347.55925369449
638,12222.466401792131
639,10320.258210192434
640,24024.578588735312
641,8827.41821845714
642,60847.51933401544
643,84901.51407194603
644,90865.27668735292
645,441406.2511165533
646,195008.97526967525
647,20087.57798009459
648,21980.46524512209
649,88992.81966777891
650,23403.20338151604
651,37701.36300427932
652,13701.621668453328
653,17636.511439413764
654,3519.271278613247
655,7893.513657480478
656,14983.860990726389
657,26006.458718856797
658,66354.36315309908
659,114527.27947269939
660,21727.825389986858
661,12277.355800882913
662,14556.916356574744
663,35652.27364884224
664,42800.87117011566
665,20542.28259545192
666,21206.74614368286
667,23246.55069087725
668,56892.25964222476
669,39104.87046218384
670,19366.31324819196
671,21067.708815244958
672,40637.188630019315
673,119568.00043042377
674,16511.341080418788
675,23499.762489344925
676,8195.75051695574
677,24016.775530584157
678,30108.28557235468
679,25031.337235875428
680,17175.197159066796
681,47845.87940232176
682,126588.01617460791
683,20529.171087854542
684,4992.314972321503
685,19727.16521169152
686,18584.525469144806
687,12371.374821593985
688,18869.479873465374
689,13683.8675915692
690,18013.28671765607
691,192946.63306444883
692,25188.81068780832
693,20708.32893093489
694,17991.68627286516
695,8018.6607118351385
696,20423.7929380415
697,27004.200398760848
698,70325.85374864936
699,28480.629696496762
700,17325.658967796713
701,40151.61357919406
702,39398.62658751197
703,23739.940220839344
704,24047.418555230834
705,20940.615910553373
706,13043.604488770477
707,16883.833387480117
708,38073.11335612647
709,54261.29104710091
710,13225.28535183426
711,473322.0144279087
712,30833.065383262932
713,16108.52334663365
714,8559.207455340773
715,14659.729087373242
716,13958.651925261132
717,11556.52909209393
718,7402.364023596048
719,131570.678684487
720,11341.276188358665
721,22518.566106620245
722,192170.24152746983
723,24661.935297783464
724,190642.32645236515
725,21771.11290814355
726,7657.660007216036
727,18444.618794296868
728,29095.216014465317
729,15966.806025906466
730,20879.598415080458
731,14086.784696120769
732,22403.734071729705
733,13298.105266742408
734,62161.82739175204
735,19422.675656458363
736,11846.22020548489
737,26107.871688121
738,17402.476510853507
739,671243.4343637591
740,23306.321425018832
741,34435.473132325336
742,25781.556441426277
743,34736.222473893315
744,16159.773378308862
745,33170.02528075874
746,10775.55381026864
747,43849.85837484989
748,15290.76193030458
749,74114.90042601619
750,152555.7768282527
751,22006.624254310504
752,23120.2474478893
753,35683.87572861835
754,14860.346955064684
755,52589.771071859635
756,24527.867157377303
757,3764.3967883558944
758,43451.229263390414
759,4780.263911626302
760,8556.623634185642
761,8295.870512765832
762,96775.84115948435
763,9586.524576910771
764,102292.5023506917
765,39284.39465061296
766,12261.233309539035
767,50201.694689169526
768,16709.46279911138
769,13864.781738768332
770,39079.429041550495
771,81773.67624998279
772,61627.44830157235
773,10062.541514717042
774,26077.235241940245
775,22516.623308558017
776,24659.8544119671
777,25700.53987410385
778,54403.77615369111
779,15898.745773735456
780,13356.816001073457
781,17913.555745292455
782,8325.852717869915
783,50111.191544700414
784,43262.10069314949
785,39007.230230340734
786,17601.96838107519
787,21702.13684601616
788,5718.910357785411
789,130662.6216382347
790,16935.63224275224
791,31450.206811119802
792,72923.99039935693
793,17966.384002199396
794,28010.05502377916
795,26045.79773881752
796,27655.666159898974
797,55124.13764922228
798,12871.866820133291
799,10454.928175656125
800,22998.793102003634
801,3693.3307632617652
802,21225.52766210772
803,23931.790314983577
804,4593.444166321307
805,14199.819567157887
806,35392.6375472201
807,46348.04195632506
808,9812.4692707723
809,10469.193550117314
810,12464.797885252163
811,330378.9205657672
812,419026.45953767654
813,19598.343942892738
814,10743.857165641151
815,19730.464290309697
816,100119.83965661563
817,17708.26749553904
818,41913.8898240244
819,17354.983042570762
820,19507.68445670139
821,24959.68429831043
822,65436.75356278103
823,26469.78087416012
824,19587.126428765245
825,12418.167318056338
826,12145.432265286334
827,20472.935102522373
828,13213.35355150979
829,27280.56873690989
830,2919.733878596686
831,54216.70430108998
832,5749.334292064421
833,24760.767012741417
834,55250.35244839173
835,7944.956808049232
836,19667.67294642888
837,37879.172175440006
838,28290.736811880022
839,35240.82556912955
840,24638.28524920903
841,4518.9662025664
842,34296.59677809104
843,58501.28392022289
844,11232.041561738588
845,16584.01720856689
846,22152.538375876844
847,26923.84251592122
848,27194.803165789694
849,21640.181488259695
850,12274.888478864916
851,25832.66242735088
852,16050.507155474275
853,9099.176028692164
854,70454.82324897964
855,22271.333798730746
856,26290.18434926588
857,44154.96783856116
858,12261.910774918273
859,10093.27397997398
860,18949.254879125394
861,16652.91871042084
862,70110.6417986108
863,14290.51000985317
864,10573.43182776682
865,9056.341118490323
866,16335.08364667464
867,16756.486277521588
868,23023.263663140126
869,30463.13728378713
870,10668.24733549729
871,8745.743238018826
872,18258.67411428783
873,12851.87197051756
874,24711.130228354596
875,10184.580556816421
876,11114.455942102708
877,6766.024060557596
878,7258.33177467715
879,26283.847085162997
880,48649.27233566623
881,14129.503230206668
882,35756.68282774463
883,19749.151202441193
884,19641.48178814631
885,14379.51042985078
886,175127.93552498613
887,17063.64298886247
888,7884.500243234448
889,21744.122908394784
890,14268.91950766556
891,8596.530542930588
892,41720.26850768272
893,29374.2843891019
894,29678.453417666256
895,25063.172276262194
896,14710.27065331582
897,13647.418718515895
898,23201.823916198686
899,3807.4001805745065
900,59690.11245908681
901,27449.385829093866
902,29526.220220368356
903,14785.959721521474
904,35580.251685591415
905,47288.13523352146
906,19077.80655574985
907,31909.72571348399
908,15252.547156600282
909,92882.65733893588
910,108904.3741827067
911,7955.944610181265
912,2404.2320515178144
913,15965.005072497763
914,11246.54728939291
915,24473.818181455135
916,35246.31388789229
917,49949.45751345903
918,52349.608364972286
919,14979.410664813593
920,14594.41107846424
921,5646.898602610454
922,25904.316940898076
923,7990.5153816808015
924,80066.41678290349
925,2803.6043418049812
926,14220.19649474416
927,42786.20203651022
928,16935.13161032833
929,23837.45412188582
930,38485.95614163857
931,27114.513907285407
932,10308.52277806867
933,401810.65415161103
934,8296.406941897236
935,27744.972824269906
936,134538.50592317153
937,13556.177852638066
938,58402.14796297811
939,115837.04391185287
940,2093.9629782000557
941,92294.25097048376
942,23345.571366327815
943,19331.99502766505
944,35659.794732956216
945,31084.76535916049
946,10315.654565461911
947,24994.77009397745
948,44131.614553837106
949,6738.466667321511
950,19892.374840453267
951,225247.7240721844
952,15446.11959022656
953,35205.90878480859
954,79253.68559865747
955,44127.18299993593
956,11276.372129106894
957,17860.3906640755
958,68329.9465899868
959,17175.829166963696
960,1850.040778145194
961,15744.775988536887
962,34073.319363931194
963,138353.10410209373
964,14792.231707570143
965,12527.92330661323
966,89980.85037343297
967,15503.838672238402
968,24541.356081911363
969,17536.72882269416
970,23486.04729763698
971,24594.02088539861
972,102446.9331481345
973,32821.80087244231
974,35996.137653606944
975,9226.564488362521
976,30445.051495208405
977,22633.576390814967
978,32268.742271392606
979,43471.698337260634
980,23573.670020258985
981,3701.0169759271666
982,32661.269172787666
983,16876.963326066732
984,9261.407836685888
985,8246.042114278302
986,22848.739395565353
987,85163.47740478255
988,14419.092456341721
989,24741.56355203502
990,22076.116544234566
991,27071.00177246332
992,12852.429614909925
993,13349.106441592798
994,12264.470764814876
995,38472.89230127819
996,23158.328223891556
997,30171.61986397393
998,22788.834364010952
999,110587.7681347942
1000,14138.449268517084
1001,25370.22098228801
1002,11324.434377823956
1003,17844.296547817066
1004,77299.50483676977
1005,50744.307345380075
1006,52446.59363610856
1007,10180.801682411693
1008,12465.112069354393
1009,9776.99580293987
1010,4781.481933538802
1011,11924.57147259824
1012,8106.827071714215
1013,32668.015003133565
1014,16981.669925842434
1015,61048.83330592606
1016,24857.563155278563
1017,6805.252438267693
1018,16615.015061113983
1019,18798.71990051493
1020,18250.11746256333
1021,29310.66501490865
1022,23427.5828323951
1023,34983.088201493025
1024,8910.16848124098
1025,12228.088556769304
1026,14806.56065681763
1027,276667.6191151729
1028,29781.13285646215
1029,62652.489847878926
1030,99540.46843290702
1031,15222.518985698
1032,16408.047137124464
1033,17417.394252405502
1034,22742.151074619032
1035,8591.142314980738
1036,135130.58232003823
1037,37319.43997993972
1038,84800.33763002139
1039,41354.846485275775
1040,8180.741472984664
1041,5486.064226786606
1042,10054.706975393929
1043,14538.207535041496
1044,20365.67197311204
1045,49434.66073935293
1046,9492.96428657882
1047,20983.962939912453
1048,76964.78136493545
1049,52333.55919675715
1050,16618.64618201088
1051,8880.61974516511
1052,116982.14578607772
1053,15138.670323273167
1054,16750.181783774868
1055,5890.574408634566
1056,31746.46743570827
1057,16960.99574062042
1058,12002.002088621259
1059,40516.489493425004
1060,14426.735069161281
1061,11283.555677501485
1062,22246.10695095919
1063,17486.83184472751
1064,7067.912676247768
1065,173563.415474304
1066,35991.56628043018
1067,28091.516803476028
1068,18711.639158890583
1069,19067.338491340168
1070,62165.26759251021
1071,43007.73801693227
1072,10370.620355186053
1073,9197.293277422898
1074,11507.962503693998
1075,19197.410890905187
1076,14962.42788401898
1077,5144.139910231344
1078,6390.3457809062675
1079,10098.973788077012
1080,39258.91002879944
1081,16899.621896645986
1082,14249.563956630416
1083,24648.612170715816
1084,20338.478104701266
1085,22596.258040101267
1086,33914.8268902516
1087,28409.002857400104
1088,20482.08142861072
1089,12711.35528143961
1090,49720.97074965481
1091,24918.75892132707
1092,127915.41707650293
1093,18235.59644946456
1094,16691.294860368595
1095,29346.209727288224
1096,7389.393993389793
1097,23356.21202964522
1098,27372.270457693376
1099,16420.05685242545
1100,10811.511453920044
1101,109289.58130462375
1102,17259.757736896165
1103,30814.371952555142
1104,14117.018545810133
1105,14730.55964580644
1106,5955.953481615521
1107,98668.12357913703
1108,29929.75239251554
1109,21287.76316563133
1110,620602.5026407428
1111,41167.52146233618
1112,12034.0785330832
1113,16079.12440987397
1114,9102.979396944866
1115,16467.632265987806
1116,84469.63271409739
1117,26662.530929843895
1118,45929.01774130389
1119,40159.86721344385
1120,134514.17403627187
1121,17516.527647976764
1122,34294.11323337816
1123,13851.635537937284
1124,5082.507269669324
1125,10459.939202717505
1126,18131.86996301636
1127,3063.839160854928
1128,19925.717281936668
1129,203624.91119819134
1130,55278.690094765276
1131,3528.6449407227337
1132,26420.941705661826
1133,19566.77148517873
1134,21617.996493043378
1135,3269.2671301523224
1136,16052.508457407355
1137,22796.669465652667
1138,102688.91649054084
1139,17932.39711523708
1140,3385.322639566846
1141,10650.707209012471
1142,17965.84122074209
1143,12424.372517636046
1144,65738.63557565119
1145,30937.151814681478
1146,32285.017180490308
1147,34480.289296451025
1148,11519.967223046347
1149,17995.92700521089
1150,29085.62408322282
1151,34265.15024075471
1152,53462.78774500359
1153,9294.429813602008
1154,17161.4481418496
1155,28118.44364505075
1156,29724.643105477095
1157,18882.848092216067
1158,32237.75574497506
1159,23709.239594972692
1160,44665.024193905294
1161,20300.83001951594
1162,11765.981337253936
1163,15791.312140459195
1164,20949.19230348151
1165,7058.981034429744
1166,83744.89888116159
1167,17077.259545342997
1168,8493.776641649194
1169,25350.494422934018
1170,2462.546699746512
1171,18660.648005198687
1172,31320.906020201743
1173,16465.48595936224
1174,24638.79925935343
1175,15551.715916302055
1176,15805.837181652896
1177,25302.45889238082
1178,5474.309139504097
1179,79570.67823142558
1180,25598.454642151482
1181,58575.467637465335
1182,6284.988405004144
1183,20697.783304347657
1184,15545.052047429606
1185,11314.86409947183
1186,8303.000359477475
1187,20582.95785410609
1188,1780.9537739558145
1189,15935.73003411945
1190,27923.08579657972
1191,91343.47801777348
1192,13095.440570391715
1193,63417.686457826756
1194,13312.173648700118
1195,28727.297334019095
1196,33693.10149602126
1197,32420.193276805803
1198,48687.44323013257
1199,36554.53503020201
1200,5499.343775023706
1201,15045.48646453116
1202,14458.153042413294
1203,25297.79723401647
1204,46885.627625240944
1205,14579.218840434216
1206,17376.476480721496
1207,36113.69818871189
1208,14002.11423537042
1209,37151.83930638991
1210,27147.686610045843
1211,26113.783052570187
1212,32206.894752744585
1213,5346.006238960661
1214,6376.599795375951
1215,65022.31394047383
1216,19327.87673769612
1217,21289.882321815006
1218,21164.601341857575
1219,99898.49189065117
1220,23555.600060438737
1221,30254.941798577085
1222,185885.27348667942
1223,69888.03239689395
1224,18019.72663471382
1225,155414.72477478534
1226,46928.9153746143
1227,16792.448652926832
1228,10668.966116189025
1229,20091.233172315173
1230,24912.27170537971
1231,22050.895335820504
1232,82095.20151259191
1233,21452.666156000458
1234,29958.250414298847
1235,23604.969786046073
1236,146627.2889726553
1237,40814.318864948116
1238,21725.481633625925
1239,5662.75593198929
1240,9069.16249543149
1241,10225.413414521143
1242,15951.477146738209
1243,15542.563156477176
1244,6728.7970708254725
1245,56194.96850585565
1246,9759.93586711958
1247,30029.749573167413
1248,46197.90319250245
1249,67946.05954652559
1250,138304.09343050327
1251,7302.166305846535
1252,37109.262231525034
1253,50743.5388717372
1254,59675.473401918076
1255,26810.321161560714
1256,69867.68855385017
1257,5663.37843959406
1258,226747.7073384039
1259,14329.54785726685
1260,20971.431880634278
1261,565854.7447313312
1262,23475.039866263047
1263,18863.67178565543
1264,2486.9859069678932
1265,26149.0769136725
1266,11779.064474506304
1267,94721.1561029125
1268,60696.422615160234
1269,15410.287189181894
1270,14239.094807568006
1271,18250.00383796636
1272,14570.558422359638
1273,41948.99461186398
1274,15331.480930792168
1275,23985.615994106978
1276,17116.381759819575
1277,5527.891121933237
1278,19698.226385235786
1279,18971.099442666396
1280,176727.26538483147
1281,61093.94959875941
1282,37187.092284237966
1283,27898.931197247468
1284,609164.4394153208
1285,12325.605772793293
1286,12208.563866035081
1287,24600.926721586846
1288,13312.195520915091
1289,23308.830903447233
1290,272113.22736986633
1291,13560.990841276944
1292,55060.76940095052
1293,14330.884894175455
1294,24570.635340917856
1295,13303.571131645702
1296,28409.920934973285
1297,22766.899726212956
1298,20102.827158898115
1299,17672.51417956315
1300,9582.436334513128
1301,29992.572840965353
1302,8784.581549512222
1303,119721.27021422144
1304,62460.90186844487
1305,7690.2218881817535
1306,246602.6508613713
1307,11561.647309447639
1308,25718.917409963906
1309,243077.2038319772
1310,53476.334826782346
1311,32826.0200302396
1312,11665.511966521852
1313,14140.270995639265
1314,58088.34197470639
1315,9836.310838792473
1316,17473.348606613465
1317,7946.1797466417775
1318,51381.238930431195
1319,11677.152432895266
1320,33995.08236669563
1321,23323.464747582562
1322,39079.32359140366
1323,16879.99632577412
1324,33767.54321950767
1325,15757.45470476523
1326,46638.26812072098
1327,21976.580877906643
1328,28384.053418562748
1329,7935.152399095707
1330,32426.91508539766
1331,36224.73810836952
1332,14464.10437618941
1333,46898.82745740749
1334,52854.35781051032
1335,9067.771080702543
1336,2734.6202161666006
1337,40005.42414053809
1338,11925.582335838117
1339,4712.448228884488
1340,17373.401991801336
1341,18925.61040555127
1342,22283.513728179038
1343,20545.79619457852
1344,36770.23602356203
1345,28380.156961460598
1346,33996.0675270427
1347,36545.13890671544
1348,28076.823707199655
1349,12905.649970701896
1350,24906.26133532636
1351,52837.91176543012
1352,133768.78510319628
1353,66196.11963923834
1354,10609.242230709642
1355,23170.82300059218
1356,16615.661910018884
1357,28932.508746173233
1358,25507.78448931221
1359,9952.75578116998
