,price
172,98189.44394984914
173,4597.759012575247
174,10946.577895935887
175,15483.300717823731
176,82546.21402239162
177,7818.322952425457
178,38854.80409338788
179,29766.274618092284
180,45513.44315241018
181,23466.47605669935
182,16957.642808990146
183,14895.043022467347
184,50773.47267345645
185,27330.416995649895
186,11184.135237204551
187,51858.562276822544
188,10993.253681749018
189,19503.53777374036
190,14403.88179068637
191,11392.435284058534
192,7497.466818064655
193,21413.51701183914
194,44708.64271677288
195,57366.83358230043
196,23531.334996096964
197,7907.148664499924
198,3105.659772866158
199,49860.031772005634
200,48179.15745797529
201,21482.20820948563
202,26019.728164552565
203,92451.6470612018
204,28901.950054353365
205,13491.400629726792
206,14070.539777384634
207,14846.347274936532
208,16753.652170202666
209,19009.49363485849
210,5294.691930408109
211,17665.900756129413
212,15034.817089748656
213,13898.426105796127
214,27595.598125916236
215,33155.15423247087
216,39376.289947567304
217,15135.250839305227
218,98394.9113899692
219,12763.052868139144
220,11765.85815717274
221,11259.669996882323
222,8162.635769672954
223,-256.0382681786723
224,18043.14911368891
225,13618.065569907718
226,5831.422258185688
227,32285.912354355736
228,21194.93756869479
229,27226.08363496035
230,4776.874979293105
231,12644.282522813475
232,18505.449103492778
233,16176.049404046265
234,58942.435720299254
235,8947.063417198544
236,23690.424446916964
237,1265.761035530144
238,48514.25515547543
239,25915.268603064702
240,37683.8122698963
241,48418.32622162934
242,20495.99673190748
243,17453.477370957844
244,14721.344768150942
245,155595.33524838724
246,97502.31983674181
247,16676.74426644895
248,13583.62856813948
249,13789.753759555955
250,46595.757463721646
251,5287.672808001749
252,37470.09466021712
253,19852.994388234365
254,34995.75268021281
255,39633.90234329738
256,24254.846395084372
257,380572.4306208424
258,18064.443635484582
259,21973.361631235544
260,35182.912718243984
261,20559.18816642143
262,55512.87818263078
263,16281.551521979214
264,46010.36529744719
265,21455.205577356275
266,4533.82334714524
267,49717.20701691744
268,18377.30695775576
269,27511.827840426704
270,11955.520312541834
271,21401.310330812295
272,11549.973190299293
273,36408.945702692
274,16548.667108278692
275,31100.807524095842
276,20072.257433400635
277,41374.1362882354
278,25729.342232670868
279,18099.381724111474
280,103939.47147328939
281,14631.072244120849
282,12690.116408656962
283,6059.626372348721
284,18061.09346865848
285,38033.13578486693
286,-1764.4780870530521
287,23631.04639319633
288,24403.93426884568
289,44270.39740187416
290,21016.37424014733
291,14409.784885675326
292,52594.75586206457
293,1460.547208928474
294,71845.63292305876
295,9640.359363811702
296,51104.88647288809
297,21534.549687360646
298,15319.922404036217
299,12717.30734891133
300,19214.63110290139
301,276564.56688152475
302,13105.933762006578
303,20836.709329996724
304,52293.330607957585
305,75021.22829659923
306,21751.12918692024
307,12289.808806631743
308,5103.829917616327
309,32895.4061691096
310,22856.287338424212
311,18474.07183167679
312,18015.117182754882
313,13117.991174752591
314,15268.152494405309
315,15715.030007482535
316,17854.7564267439
317,22461.413887304458
318,9245.394329447474
319,55463.96416146963
320,18041.81843483768
321,39437.631240597635
322,74587.03594366959
323,15355.809754988586
324,13517.358442806202
325,34056.60398525384
326,84864.95601595484
327,51388.64255536231
328,32000.23464616548
329,12436.547666694707
330,24266.666364159406
331,56340.860287400894
332,47749.90973783404
333,13453.17349926618
334,27185.379097126162
335,14739.25662758277
336,15665.227406459773
337,113644.93555456607
338,13921.117918215954
339,18383.03933022698
340,21613.510237183276
341,8801.545613852708
342,3935.869789401535
343,47259.15271775078
344,11824.360383788211
345,13732.31344144448
346,91685.7710638087
347,11018.883459448203
348,8195.630906907929
349,14291.711221192905
350,34266.440320294816
351,465703.75559978874
352,38549.05713256006
353,61891.620242524456
354,45894.26832736013
355,13438.802017076
356,12535.985486079007
357,16389.829307283042
358,67474.03142504318
359,18296.683504245564
360,62535.05546259787
361,16394.467480555584
362,26119.273795955465
363,23178.023909385724
364,16294.527894345956
365,70376.87207375388
366,10031.376447691
367,436718.3622092253
368,31489.18384999968
369,58209.60507509485
370,30750.513305916917
371,12348.519400688965
372,18465.8739648982
373,25528.621408065548
374,555121.0281357387
375,29053.92167230384
376,11878.193566837988
377,12477.755984023184
378,26557.088565403334
379,36128.60477508398
380,18091.929506479384
381,15591.620008240192
382,28920.796194498456
383,35113.066727222526
384,35237.5736204983
385,10814.746194734413
386,19027.29380186333
387,113943.78716463366
388,15592.557793415064
389,9319.676876537502
390,22253.56082418689
391,12021.705140035774
392,21070.778116169357
393,31524.37012382745
394,295417.71419980685
395,65038.576630194206
396,28041.079702381976
397,16074.83278123298
398,83663.67448634183
399,19601.529250840482
400,12406.638802662434
401,26000.426419923897
402,14421.949415398267
403,45077.426457406225
404,35320.534037093224
405,16638.427191507653
406,10799.742058436124
407,33712.46943656696
408,76068.47576715727
409,16122.099924651382
410,749786.2456905101
411,20997.372174608754
412,30943.15372474544
413,24780.954615825263
414,18677.72398849984
415,40801.36019070624
416,10632.628832836781
417,25043.050674612925
418,13135.55709526714
419,13993.6968479208
420,182624.32670383988
421,10858.673356837244
422,29861.26578797438
423,11716.975979717565
424,20478.349615621875
425,10161.290592330799
426,26706.173819339252
427,12884.094662893825
428,54234.69658352822
429,20138.519200969284
430,19876.123747908103
431,20632.414557399403
432,7438.648064709123
433,21466.22086723181
434,11618.872801601567
435,8289.58383799484
436,5986.239988672183
437,17458.90647095011
438,47062.21058655929
439,20183.29093320493
440,17576.058578890137
441,12135.512470399262
442,14355.999952783692
443,46095.63270801201
444,27378.73234492418
445,41427.43754178993
446,116080.4677438983
447,15560.593580969027
448,28745.22713689471
449,15610.791015335068
450,14266.418203454727
451,492712.1745281621
452,17804.62729356534
453,19106.558730723627
454,14613.143580642733
455,19523.286559262895
456,21171.123821471614
457,10912.970014331018
458,109927.31731152121
459,20958.900132060255
460,245582.07914668217
461,13987.057769463077
462,58421.95018456571
463,59478.095453098096
464,14072.45175985244
465,27149.969833691954
466,21258.7616277216
467,34127.144304518326
468,20544.144468609506
469,86060.84285624017
470,9315.083364672639
471,5475.28991739059
472,27011.456854332064
473,16823.048758697754
474,19272.742256972386
475,15220.376134574355
476,29953.097464821796
477,26498.463914493856
478,76981.02052111126
479,20601.561497318413
480,35385.84524855067
481,19447.015540134656
482,25448.657568578405
483,28049.572394708317
484,63324.84087652189
485,27378.394256436586
486,25786.81890416454
487,8494.673184557265
488,10702.820670352346
489,23212.27507656926
490,33758.10720361615
491,41825.00727300052
492,17192.98880328171
493,39791.04946448651
494,26260.315480681573
495,28410.365744786133
496,14409.494231680408
497,168162.73815708444
498,13975.516807113105
499,26731.887416869897
500,23967.00074219861
501,5660.525029049764
502,15201.289259456331
503,33327.24026596616
504,57702.38066693838
505,25998.954419066926
506,27989.67156808995
507,23289.766212790884
508,17045.813198563468
509,9366.92006197432
510,30825.356454977533
511,20063.120082379435
512,30229.328529515013
513,18435.26683169903
514,28841.7180273555
515,13324.150487936684
516,21692.86667886362
517,20429.79337016988
518,12211.000234170933
519,21839.500199141126
520,16993.03889084389
521,15788.990910597611
522,7533.05895306333
523,21318.73531747356
524,21981.40483128754
525,223475.05658836797
526,34051.67718094034
527,13250.941058210126
528,26777.21330082853
529,20786.06496017403
530,11191.23597725149
531,48226.629044959234
532,33462.43250860539
533,21329.428200308612
534,14008.66889437454
535,110034.80490151138
536,12999.934051207034
537,15190.700542793289
538,41113.01663606049
539,7569.468147206644
540,104293.9813131053
541,11592.903132925509
542,25168.747860364936
543,11261.288539064786
544,4338.743482422127
545,79106.20884780976
546,12043.828509046405
547,13536.433234436729
548,18265.409935483796
549,41953.20765615578
550,14749.488897493458
551,15021.291250296723
552,45104.26340193782
553,13756.934493485693
554,15517.865992721752
555,14683.697230594844
556,68220.27120414595
557,99296.21023067832
558,47834.14158712985
559,26314.961064199888
560,13601.496939712175
561,10160.297206639807
562,54342.72579827887
563,67233.03623879905
564,17803.17139611891
565,46985.61553208722
566,17105.936004298914
567,55573.395132438774
568,29580.299372898153
569,36507.189844531735
570,15859.431272642192
571,4544.430502486706
572,11288.4926513971
573,1157.693879631901
574,68821.83408043798
575,26009.627394990617
576,9949.175972408411
577,42446.06815889932
578,50031.657012310694
579,22727.307290062658
580,10524.466020909895
581,6660.893387114906
582,10860.752548862161
583,23255.886862166575
584,21884.29030848443
585,31810.719454344362
586,13082.307900274755
587,30326.417503101315
588,12376.590098314948
589,14097.551737926377
590,33898.01377502331
591,29030.290084951703
592,8790.949096147146
593,44627.247806870466
594,15762.595026693394
595,33581.551904743246
596,20228.536667488166
597,13862.129148720735
598,40839.10172882554
599,179495.48154940398
600,34622.70374949215
601,27388.563508347986
602,19012.13538557393
603,23995.388992921915
604,40944.72930930814
605,11458.878905707505
606,11867.544280876784
607,16522.027434595657
608,22360.4256321344
609,9565.609289394139
610,14085.023999278608
611,81746.64995829674
612,53509.06639783393
613,19164.902855372027
614,16432.08831298779
615,36929.13933957793
616,9373.865509923722
617,490971.65983794257
618,20594.938758122094
619,14844.565198563447
620,27024.595475749404
621,9387.673729337053
622,12744.326833994477
623,31517.691258995765
624,35330.0801603687
625,5782.416211483753
626,65950.70700886211
627,8488.962184331322
628,15210.01151690731
629,16347.158071722806
630,42199.421181810496
631,5522.635770757668
632,6343.581525984846
633,20171.568613292096
634,17184.09838125619
635,25001.77914230994
636,13748.924609048641
637,15504.817728955823
638,12097.139289546962
639,10372.396658047452
640,23504.88190944743
641,9552.644515900553
642,61852.2864161733
643,86015.71563079391
644,92005.39915126772
645,443558.0706799603
646,196784.37030651618
647,19268.41598473693
648,21267.886439655937
649,90157.6563758826
650,22833.140659535013
651,38161.94146335748
652,13040.272488339542
653,16675.814473420294
654,-1370.406044745323
655,8986.831674284593
656,14286.957156872028
657,25697.42804909931
658,67343.945283851
659,115754.6875516497
660,20909.990423877607
661,12018.882180038898
662,13836.097292742052
663,36285.422919222794
664,43726.4982902357
665,19840.96949369507
666,20618.737639508443
667,22836.593308634532
668,57837.97752431352
669,39575.66350735637
670,18550.56377539545
671,20513.261961161887
672,41471.064720413386
673,120746.93189005449
674,15609.926498413028
675,22992.576393577503
676,8904.607966339885
677,23453.46782424752
678,30182.61760098685
679,24619.878905081772
680,16263.824470513762
681,48584.79628513451
682,127770.11871467857
683,19759.837057961064
684,7124.150143171195
685,18952.891079177876
686,17760.172551488737
687,11966.972347573144
688,18261.27731445682
689,13204.241119109094
690,17331.377674790943
691,187439.49559523212
692,25290.483943248342
693,19995.697818066517
694,17151.05751740522
695,8852.155326432054
696,19850.051497760724
697,26800.221947431564
698,71418.98798977537
699,28435.848044339014
700,16492.8268399557
701,40769.60349496815
702,40038.887979465304
703,23276.608277880034
704,23480.46108504408
705,20343.805852487596
706,12453.406861993659
707,16083.334104370442
708,38618.451878540276
709,55195.6429422505
710,12725.079069141531
711,476498.33933862497
712,30888.039780395426
713,15109.074330479838
714,10313.226720970735
715,13786.537276740914
716,13389.096140482521
717,11370.115688084916
718,8575.003801427345
719,132700.00480812928
720,11223.433922732715
721,21875.625036191166
722,193929.10824095877
723,24477.214339090773
724,192376.24096251582
725,21016.793207189738
726,9048.70704885482
727,17574.233214630774
728,29105.907037136058
729,15069.666742775735
730,20235.92809181029
731,13509.224711487885
732,21633.002143161837
733,12576.146132687747
734,63143.39680382973
735,18468.296893705876
736,11774.5719801964
737,25901.235924475506
738,16520.281627133314
739,671127.4769911431
740,22700.858717552735
741,34705.120864538825
742,25342.140290283016
743,35238.93245343107
744,15332.655744126852
745,33549.19984249218
746,10668.513038100122
747,44527.496916369826
748,14890.304627471749
749,75218.86660328612
750,153830.94259622716
751,21325.062775300146
752,22540.715932965424
753,36314.671079141146
754,14164.266614485852
755,53418.18708992275
756,24055.651541407162
757,6157.584534150636
758,44309.94528977401
759,7261.1892112134665
760,9999.217355778965
761,1485.2336358711764
762,97975.22958024187
763,9509.913400125923
764,103464.7845515699
765,39717.32180412463
766,12032.43281697121
767,51105.772847835935
768,15743.38971850925
769,13094.31301927811
770,39562.211664491624
771,82856.65506100093
772,62726.63226602285
773,11097.30752117344
774,25796.15400879766
775,22131.041737596912
776,24354.998111895635
777,25401.937974558445
778,55438.87411931192
779,15022.438712376985
780,12988.8808916969
781,16978.7806913401
782,9281.171721741615
783,50961.35181781984
784,44041.504142269114
785,39534.16032183185
786,16725.524203473236
787,20949.168064660218
788,8166.6485541195725
789,131880.034314634
790,16067.316561632877
791,31552.463755083067
792,74089.66047022777
793,17131.003655446955
794,28071.86716674175
795,25592.48583811801
796,27521.190587484394
797,56067.733083801315
798,12844.620825324586
799,10921.585229882068
800,22857.392532522732
801,6042.643773867516
802,20794.196125562506
803,23418.168321289122
804,6432.508137486846
805,13903.018253412214
806,35691.81735629498
807,47375.62790508324
808,10769.636826149916
809,10365.86881264954
810,12721.315123176348
811,328749.131046866
812,420415.40997050866
813,18801.36198504464
814,11122.1414099893
815,19154.225785299437
816,101178.37477855693
817,16788.969520514976
818,42499.62499715079
819,16346.642275908904
820,18743.249546654755
821,24488.938024751376
822,66521.93891950566
823,26457.83392813799
824,18692.384187280608
825,12091.25788323523
826,11482.922478805325
827,19816.17269968416
828,12705.711047077028
829,27192.2409646601
830,5384.118224899095
831,55141.94392621171
832,7912.171653344005
833,24576.890422794007
834,56260.786361550534
835,213.2371149085957
836,18799.343672770716
837,38395.03433079278
838,28189.013730920968
839,35588.74548123032
840,24153.416015112016
841,6816.703361810694
842,34531.10787461637
843,59472.50803351146
844,10980.975242935354
845,15825.898068328883
846,21629.683496049693
847,26899.49597656529
848,27052.268011787062
849,20880.16839431526
850,11969.701896483282
851,25502.413021720044
852,15226.6898207583
853,9946.898027324321
854,71465.3230932407
855,21772.876144709444
856,25971.253895209782
857,44800.00904743213
858,12352.19892964288
859,10649.831450884783
860,18019.21903357067
861,15788.801961975085
862,71385.74263096447
863,13584.5295824715
864,10273.757726526674
865,9452.335817518004
866,15697.573020170908
867,15750.862681439583
868,22410.98016298277
869,30553.023164492828
870,11001.096948431601
871,9682.479360636848
872,17293.7680300012
873,12283.965246704029
874,24261.149283062783
875,10487.319174112054
876,11188.489348931296
877,8047.3599183993065
878,8813.692154204939
879,26045.237113842886
880,49439.473965388665
881,13525.837876359234
882,36317.32332133342
883,19198.632726612384
884,18982.82611556715
885,13997.8941249286
886,169403.86363229324
887,16252.285226328764
888,9254.463926386321
889,21290.314123558375
890,13405.12211715625
891,9053.179321369447
892,42349.68469220982
893,29358.10896986173
894,29727.04877455684
895,24862.915909192496
896,14148.998261124885
897,13038.131395412347
898,22648.32358723131
899,6192.126863012672
900,60827.303410005436
901,27566.489564366115
902,29568.837890275026
903,14097.919623388472
904,35952.80824891571
905,48039.35544700333
906,18247.5422543404
907,31992.61024411276
908,14559.845434241637
909,94022.49452954222
910,110223.24048914292
911,8963.18654393882
912,3566.1902138475853
913,15099.469881376135
914,11689.454533772281
915,24116.525319999666
916,35522.186711014656
917,50869.414301350684
918,53244.451968195295
919,14519.861088000762
920,14095.953208751074
921,7479.763710776344
922,25553.062931061984
923,2086.2393805482425
924,81139.59188045922
925,5083.4313040169945
926,13494.992604279658
927,43539.08340395149
928,15943.084474116826
929,23455.578945339308
930,38984.883249821025
931,26842.608840269037
932,10550.871047196095
933,402895.56676415086
934,9173.137669163378
935,27625.99950255311
936,135712.21490945312
937,13539.353108888725
938,59598.173169011076
939,116838.70313326249
940,4410.366076296763
941,93415.1607451931
942,22929.315138688573
943,18575.289218612248
944,36015.95521167008
945,31188.950096374087
946,11218.787810574286
947,24508.46487478583
948,44840.628255725926
949,8122.634810184856
950,19117.88995148003
951,220235.15160760347
952,14559.986325511942
953,35524.1682662697
954,80382.1743181422
955,44795.59560848569
956,11512.99797317991
957,16962.57034138788
958,69375.8566991566
959,16246.581108684855
960,1834.9174772737315
961,14817.426618678553
962,34413.55064449634
963,139492.50417820062
964,13984.701615064405
965,12437.092937140522
966,91180.37257015015
967,14536.50553323733
968,24077.85338940227
969,16631.84570560351
970,23038.75281506349
971,24450.058337659953
972,103493.38034949492
973,33086.95702907568
974,36455.986382033036
975,9708.960121803626
976,30526.88681700226
977,22015.716792208492
978,32637.58462290108
979,44148.82179789114
980,23047.011634861614
981,6260.743605193711
982,32932.97419293242
983,16088.465414888255
984,9751.099067726289
985,9337.637373064586
986,22345.383213160443
987,86425.04302478585
988,14118.76981068289
989,24428.420290971728
990,21535.159345388383
991,26851.492769381934
992,12658.627713016293
993,12608.697788660153
994,11806.681309778389
995,39015.86699969153
996,22793.999548456573
997,30306.064836128266
998,22213.517237651948
999,111742.72700748785
1000,13608.55582209496
1001,25085.844995456457
1002,11637.290064937552
1003,16940.87394948778
1004,78487.78270203999
1005,51637.61990778649
1006,53453.82433154163
1007,10065.98453004341
1008,12521.655785506475
1009,9822.095328628027
1010,6658.476355068502
1011,12315.823413910868
1012,9321.715120466688
1013,32904.00762987722
1014,16102.550684786023
1015,61961.227462065784
1016,24428.574371499242
1017,8487.916315368871
1018,15990.036365990934
1019,17932.910208734393
1020,17654.33280885601
1021,29374.40298066134
1022,22976.540841190785
1023,35572.13259886435
1024,9742.115665942954
1025,12509.449688503199
1026,13867.768058212969
1027,273077.5091240138
1028,29953.39823085314
1029,63629.54584305416
1030,100792.5879227409
1031,14445.837541490066
1032,15606.510632607446
1033,16558.308423770795
1034,22108.659844554466
1035,9588.956428302161
1036,136309.63959928975
1037,37724.30614430242
1038,85937.33109594701
1039,42041.659949910536
1040,9293.85075487956
1041,7549.388294537435
1042,10546.79557573158
1043,13859.84514892826
1044,19890.311947066133
1045,50294.182005547016
1046,10307.513689616084
1047,20204.085386905906
1048,78178.81850405654
1049,53432.53806196342
1050,15753.101571511186
1051,9595.090331727202
1052,118026.54719197084
1053,14224.07872282507
1054,15857.862868877157
1055,7547.386194495659
1056,32020.21470237957
1057,16121.358580380474
1058,11800.903220582288
1059,41199.20096850817
1060,13696.98301632193
1061,11810.790313793434
1062,21681.418713546096
1063,16656.671731547074
1064,8553.028954033478
1065,175215.65635037236
1066,36432.64573460558
1067,27914.57865498052
1068,17877.191158440197
1069,18207.921807850566
1070,63335.052677462314
1071,43762.48678408013
1072,10494.650757591822
1073,9619.490350654727
1074,11880.741963300447
1075,18482.332112801698
1076,14076.304380378395
1077,7207.435959107417
1078,7540.593409242079
1079,10535.475459171168
1080,39941.46597549043
1081,15985.675058060151
1082,13720.5416703948
1083,24379.589447416423
1084,19696.885130228475
1085,22365.038957464334
1086,34221.51323489976
1087,28593.883644000132
1088,19727.52956532495
1089,11937.754583887086
1090,50554.402060035354
1091,24454.403038311575
1092,129170.96806999727
1093,17446.685194989637
1094,15923.484396612534
1095,29376.040371819894
1096,9253.44545362331
1097,22823.473134614876
1098,27133.434726584906
1099,15647.023961943662
1100,10857.001628472033
1101,110352.71958291979
1102,16467.512744007225
1103,30944.117340562545
1104,13553.888963997946
1105,14409.304925069911
1106,7601.983417730429
1107,99743.69830943961
1108,29986.14146404594
1109,20435.26403719478
1110,623768.0183404634
1111,41836.808031824185
1112,12347.075278785458
1113,15244.478182272956
1114,9919.791843446961
1115,15679.621291217423
1116,85569.8797654162
1117,26427.691470101097
1118,46754.665969172085
1119,40623.375402317295
1120,135779.24897172203
1121,16496.44898159706
1122,34579.988818456215
1123,13207.654919380031
1124,7260.353488960594
1125,10774.086288787483
1126,17416.907577395148
1127,4190.139457303972
1128,19052.163476599497
1129,198231.8686757484
1130,56172.06838562549
1131,5684.753198151142
1132,26328.791676113964
1133,18831.839295236074
1134,21194.21228878593
1135,5631.980848387466
1136,15312.117854098731
1137,22183.276973342407
1138,103908.80789756085
1139,16987.82101867409
1140,5712.642873765595
1141,10799.935113669926
1142,17074.70488211006
1143,12136.290245261305
1144,66803.6423416131
1145,31239.908159007842
1146,32555.56969387937
1147,34803.87768251609
1148,11821.660697326413
1149,17372.43636277673
1150,29110.644606340415
1151,34508.53542805137
1152,54284.383502303244
1153,9822.103202158381
1154,16268.481222690578
1155,28228.972067484632
1156,29894.067730693205
1157,18052.55213809025
1158,32476.241035950632
1159,23447.571604854485
1160,45378.769320758176
1161,19426.466390439688
1162,12264.169476874667
1163,15041.162192815682
1164,20387.71451279946
1165,8379.76447140926
1166,84829.670804283
1167,16434.03602009194
1168,9462.916252140276
1169,24989.89422335397
1170,3560.8275128480745
1171,18004.57946139222
1172,31342.558680103073
1173,15541.977137067908
1174,24180.23509170272
1175,15004.7844753635
1176,14974.589520682115
1177,24960.255818753445
1178,7429.714682416612
1179,80608.13368295188
1180,25217.699107868597
1181,59746.94785976806
1182,7643.53424188646
1183,20061.573335019726
1184,14595.158730057476
1185,11588.003883699974
1186,8715.7611227718
1187,19828.740716095577
1188,3951.8498359796213
1189,15196.246867644339
1190,27716.782686067803
1191,92389.5203594141
1192,12359.663784014003
1193,64496.99272912895
1194,12592.880543586565
1195,28833.068373530667
1196,33858.19772701315
1197,32512.813745746244
1198,49580.692624029354
1199,36990.066520604014
1200,7983.92833725299
1201,14402.801402897574
1202,13666.956277105812
1203,25026.1520777579
1204,47771.779516035574
1205,13680.619212988298
1206,16422.537197329133
1207,36507.46862430396
1208,13390.40548616153
1209,37545.004119239195
1210,26997.411176739988
1211,25927.680980786827
1212,32674.2230749093
1213,7324.757286397711
1214,8114.059428498993
1215,66080.45966724539
1216,18539.825352817104
1217,20840.14383978155
1218,20514.87143390582
1219,100979.85080637742
1220,22907.345700790815
1221,30447.279472131253
1222,180169.06615137547
1223,71016.18427135149
1224,17170.465647613484
1225,149346.46663867653
1226,47885.636409267056
1227,16037.831059992692
1228,10823.95257889072
1229,19342.095449492597
1230,24438.005149094155
1231,21441.409635919903
1232,83172.68030149219
1233,20933.938095548336
1234,30054.364422856335
1235,23123.203251116094
1236,147806.29172359168
1237,41468.027825251076
1238,20909.814862930652
1239,7518.332161982515
1240,10280.91445342722
1241,10772.500830899487
1242,15221.268970944686
1243,15054.571604774363
1244,8509.092102884606
1245,57114.60970551678
1246,9876.552783235791
1247,30025.637008043326
1248,46835.9055097815
1249,69032.48707751013
1250,139474.00733819936
1251,8578.252035226149
1252,37803.27937155313
1253,51698.92074919757
1254,60576.875224764255
1255,26620.835827554285
1256,70874.70019496343
1257,-3769.528308621215
1258,221896.4246146882
1259,13551.737472161825
1260,20324.43271626925
1261,570172.3989258327
1262,23124.134083449608
1263,17987.47855835117
1264,5171.830783339596
1265,26062.69846274238
1266,12156.603813370253
1267,95808.76659848538
1268,61786.58088250406
1269,14849.596383692086
1270,13452.96094835861
1271,17318.042838922207
1272,14035.766515284951
1273,42593.94676174814
1274,14487.320892239484
1275,23697.286857759842
1276,16356.03859391043
1277,7743.827208069939
1278,18932.784688868094
1279,18085.791195963306
1280,178230.43243204133
1281,62157.36516908725
1282,37543.06621027723
1283,27848.55039751809
1284,612543.3739478432
1285,12412.273644589877
1286,12429.634746310476
1287,24206.572604691377
1288,13389.610559617518
1289,22793.185378714843
1290,268338.6445773676
1291,13668.335600737802
1292,56089.809378021426
1293,13656.163222762174
1294,24135.237840271177
1295,12794.518976578489
1296,28267.90028697002
1297,22440.201472763496
1298,19190.101071529178
1299,16700.322351871117
1300,10307.27540250335
1301,29927.4621142291
1302,10150.249864568352
1303,120786.8702146816
1304,63486.454313219554
1305,9351.187964135344
1306,242254.1906789522
1307,11924.785905946803
1308,25309.326770138985
1309,245905.92489168624
1310,54427.947298257146
1311,33019.634915948176
1312,11303.732370151556
1313,13680.6006656893
1314,59140.21195112364
1315,10767.260987154907
1316,16572.235628531664
1317,9390.68716460996
1318,52456.62832624992
1319,11631.109136771265
1320,34533.97508098796
1321,22668.111946085846
1322,39732.854584524
1323,15981.661091621965
1324,34120.11268726594
1325,14802.316135194094
1326,47399.781242778525
1327,21296.335834761965
1328,28247.049834680278
1329,9555.468313492456
1330,32721.00725610144
1331,36832.168711679406
1332,14407.93681269305
1333,47705.80560882509
1334,53874.21295999517
1335,9774.522253451752
1336,5299.240004064559
1337,40495.30024185451
1338,11907.083155743807
1339,6873.7483174737135
1340,16554.642265460483
1341,18032.843115168827
1342,21750.869242850546
1343,19719.101815371396
1344,37255.13935371529
1345,28315.100362994213
1346,34488.709036381595
1347,36965.169105553534
1348,28097.7509109604
1349,12677.659584848181
1350,24533.573847787193
1351,53690.77132013312
1352,134892.4278596055
1353,67284.77773018557
1354,11142.19228430331
1355,22439.95092583541
1356,15834.247646663891
1357,28810.628163560905
1358,25156.261006229382
1359,10031.33178290946
1360,21690.119160097034
1361,13317.116266684607
